source_name,channel_type,date,ad_spend,impressions,clicks,leads,revenue
University Ads,ads,2023-08-14,9339.84,904283,39405,1059,11834.38
Avito.ru,ads,2024-10-13,8057.19,604853,28305,793,926.0
VK Group,social,2024-10-17,7550.9,855234,49449,3069,5518.82
Word of Mouth,referral,2023-09-17,4726.56,26272,40499,2934,10291.69
Avito.ru,ads,2024-12-29,3923.15,189685,31964,629,13895.26
Telegram Channel,social,2024-11-04,8616.5,885738,28047,4519,15539.68
Word of Mouth,referral,2024-08-26,9148.54,398306,45375,3542,1193.45
HH.ru,job,2023-06-23,5066.94,809536,5063,4534,10980.99
Word of Mouth,referral,2023-07-24,1081.57,943359,47297,4348,7411.51
Word of Mouth,referral,2024-02-19,8132.78,965028,22780,3484,14050.72
Avito.ru,ads,2024-05-22,3565.62,917495,24586,1814,6033.71
Telegram Channel,social,2023-06-02,1088.99,244071,31538,1108,15002.61
Word of Mouth,referral,2023-04-13,8244.9,76455,21346,121,12243.62
Avito.ru,ads,2024-12-14,5656.73,314850,3441,4887,15898.61
Avito.ru,ads,2023-03-06,7166.9,306670,48021,979,19695.68
Word of Mouth,referral,2023-04-27,9232.21,765495,7847,1643,18217.43
University Ads,ads,2024-10-26,5870.56,674723,8548,369,12069.16
Telegram Channel,social,2023-06-05,5528.75,979934,11040,4872,17928.36
Google Ads,ads,2024-11-06,3615.96,321655,35430,928,3485.25
Word of Mouth,referral,2023-03-23,3746.74,591026,15696,177,1339.19
Email Campaign,email,2024-06-01,8168.88,89791,30727,3331,10896.1
Email Campaign,email,2023-03-08,5041.26,996850,18151,3913,19500.21
HH.ru,job,2023-08-26,2471.74,11440,22798,2815,14339.86
Telegram Channel,social,2024-08-06,1850.76,381559,6513,2270,6450.28
Avito.ru,ads,2024-08-29,5256.28,732615,19132,4893,13541.04
Facebook Ads,ads,2023-11-22,5184.6,392504,5834,1879,1278.2
VK Group,social,2024-08-12,6881.12,709573,41696,2849,9677.08
Official Website,web,2023-03-08,5239.61,796987,30886,4984,5126.49
Facebook Ads,ads,2023-06-25,2291.28,642017,18063,767,1459.36
Telegram Channel,social,2024-11-14,5570.23,611936,24099,4793,5373.25
Telegram Channel,social,2024-04-22,9161.1,661207,16618,4503,14587.98
Word of Mouth,referral,2023-09-12,2434.97,471049,28507,3827,11248.18
Word of Mouth,referral,2023-03-04,7207.79,797967,29601,1983,956.98
Facebook Ads,ads,2024-02-07,6344.73,156003,36988,2718,8489.89
Avito.ru,ads,2023-07-11,7737.27,999322,35380,107,15167.34
HH.ru,job,2023-11-25,2355.4,129773,29145,3086,19114.79
Word of Mouth,referral,2023-03-12,9474.45,578550,26919,1929,17549.97
Official Website,web,2023-03-04,6588.7,363165,23331,2216,529.64
Official Website,web,2023-10-24,8623.64,263902,24532,96,4764.69
HH.ru,job,2023-09-02,3219.46,558875,26845,1776,4550.87
University Ads,ads,2024-06-02,7654.72,371427,29543,3201,8555.35
University Ads,ads,2024-01-28,8029.28,174112,45017,4548,13092.21
Telegram Channel,social,2024-08-23,4576.92,317687,34100,3657,3484.85
Word of Mouth,referral,2023-06-26,4455.58,361321,44432,3687,18355.73
Email Campaign,email,2023-07-23,6920.17,954077,30396,691,15653.78
Facebook Ads,ads,2024-10-07,1840.67,604968,42013,4226,8676.97
Google Ads,ads,2024-08-16,7620.62,391465,42598,4602,11887.87
HH.ru,job,2024-06-16,1385.98,722622,49214,4717,11065.14
Telegram Channel,social,2023-05-08,2715.31,404904,26585,2479,11853.49
Email Campaign,email,2023-07-14,6977.29,123624,5753,144,17272.25
Word of Mouth,referral,2023-07-13,1884.91,879947,38026,4420,4402.33
Email Campaign,email,2023-07-03,9746.58,828235,4189,2255,13832.42
Email Campaign,email,2023-09-04,8815.57,681514,25294,3799,2587.14
HH.ru,job,2023-11-20,6636.72,652218,43848,4116,9453.7
Telegram Channel,social,2023-06-09,8371.52,768347,26585,4974,12898.86
Avito.ru,ads,2024-12-06,8988.22,746019,37169,3211,743.78
Official Website,web,2024-09-13,3335.28,33998,45738,744,2607.29
Facebook Ads,ads,2023-03-07,8644.7,926376,14847,1143,2279.7
Telegram Channel,social,2023-09-11,2753.14,15786,28080,3108,7806.51
Google Ads,ads,2023-10-10,4720.08,69059,37171,3481,12629.17
Email Campaign,email,2023-03-01,6024.34,236897,41464,3275,19921.32
Avito.ru,ads,2023-04-28,7425.02,211737,27111,1978,5454.54
HH.ru,job,2024-02-27,1271.27,628738,26186,4121,3151.21
VK Group,social,2024-07-09,3614.58,953281,24033,3154,8587.87
Facebook Ads,ads,2024-12-22,6476.67,209453,5062,1234,3346.52
Facebook Ads,ads,2023-02-05,4216.32,608272,43378,1197,978.62
Official Website,web,2024-06-14,7975.23,720650,45148,16,11497.2
VK Group,social,2023-04-01,6864.87,256069,957,2118,17651.66
Word of Mouth,referral,2023-10-28,3109.61,37139,28405,2542,17286.58
VK Group,social,2024-12-24,2313.36,752614,39639,4737,2465.38
Email Campaign,email,2023-08-05,6661.42,976534,40427,3532,3375.8
Email Campaign,email,2023-04-08,5054.21,951085,16503,1447,10076.86
Email Campaign,email,2024-03-31,2520.61,824425,2520,945,7670.47
Email Campaign,email,2024-06-14,3937.37,314192,11318,569,14209.95
Telegram Channel,social,2024-06-21,3727.42,153995,40791,4196,10151.35
Facebook Ads,ads,2023-01-28,1973.19,416300,16550,455,892.3
VK Group,social,2024-07-29,5922.18,879528,30234,1318,6049.0
Facebook Ads,ads,2023-11-20,7872.84,950071,3233,1426,18079.09
Google Ads,ads,2023-08-11,6179.2,553769,33653,1915,10474.42
VK Group,social,2023-03-21,8436.62,369696,47154,3220,16060.0
Telegram Channel,social,2024-07-16,2148.12,21422,40603,339,8344.77
Google Ads,ads,2024-04-02,4920.51,863692,16235,3407,13700.79
Facebook Ads,ads,2024-09-05,6484.74,237079,3790,3688,3795.56
Google Ads,ads,2023-06-25,7084.01,340308,34415,1563,14862.4
Official Website,web,2024-06-05,7262.08,589584,45331,3012,15838.33
Google Ads,ads,2024-04-01,7560.69,792414,16842,3539,2257.74
VK Group,social,2024-02-27,6862.87,824307,48034,2575,4074.56
Email Campaign,email,2023-04-10,1848.05,552022,1662,2593,9526.34
Email Campaign,email,2024-02-07,7257.75,492861,4486,2282,12930.02
Word of Mouth,referral,2024-07-29,7523.04,993659,18661,2629,12931.08
Facebook Ads,ads,2024-01-15,9941.32,585988,33346,1824,13529.96
Official Website,web,2024-06-14,7240.26,548074,17131,3928,14431.1
VK Group,social,2023-11-28,7181.47,658546,363,3223,10362.45
VK Group,social,2023-11-14,5633.32,588683,23586,3897,11709.68
HH.ru,job,2024-10-14,8811.31,235242,36610,1232,663.92
University Ads,ads,2024-06-20,9971.51,468387,6746,3117,3748.71
Facebook Ads,ads,2023-03-30,8011.4,125665,32003,2523,10222.0
VK Group,social,2024-08-26,6512.5,883895,11248,4677,15039.06
Avito.ru,ads,2024-05-25,1710.59,861195,49081,4543,16274.04
VK Group,social,2023-02-11,7540.65,97773,26237,4862,14714.4
HH.ru,job,2024-01-24,7377.05,636364,38068,4696,9984.85
Google Ads,ads,2023-03-22,7980.11,201994,26112,4986,5984.91
Telegram Channel,social,2024-02-06,2121.0,45301,47678,2561,9171.97
Telegram Channel,social,2023-04-17,6883.59,248045,15323,3448,681.25
Avito.ru,ads,2023-04-21,3661.52,726358,18489,4993,12160.21
Avito.ru,ads,2023-10-04,7842.44,126582,14453,2207,1954.05
Word of Mouth,referral,2023-08-02,3163.37,594012,25583,4148,3335.11
Telegram Channel,social,2024-05-20,7155.81,593264,32997,1330,12706.54
Google Ads,ads,2023-05-01,3654.94,818167,41997,2376,760.3
Telegram Channel,social,2023-05-14,1080.95,634632,20202,4323,11684.33
University Ads,ads,2024-12-20,6700.22,355629,17298,3800,12948.41
Facebook Ads,ads,2024-01-06,2019.42,30509,28638,2545,15871.36
Telegram Channel,social,2023-09-14,6933.62,629222,5949,2385,1826.6
Email Campaign,email,2024-11-27,9330.49,997308,28057,2316,557.17
Word of Mouth,referral,2023-06-29,9723.21,700967,114,2623,15453.73
HH.ru,job,2023-02-17,3123.31,972011,13907,4224,6156.05
Avito.ru,ads,2024-08-21,8283.28,790215,10329,4395,17800.5
University Ads,ads,2023-01-19,4181.98,123362,3588,1672,4106.89
Avito.ru,ads,2023-02-15,9104.11,62540,46162,234,11917.36
Word of Mouth,referral,2024-03-26,8087.41,706304,25382,4999,2633.49
VK Group,social,2023-02-25,1665.3,835740,33570,2810,8352.46
University Ads,ads,2024-10-18,4664.23,939916,6675,1290,17700.26
Official Website,web,2023-04-02,4035.86,983903,48293,4350,12362.78
University Ads,ads,2023-03-23,8066.63,373191,48308,531,13947.53
Word of Mouth,referral,2023-03-20,4692.57,168222,14372,1628,4906.42
HH.ru,job,2024-10-23,7161.3,212250,22644,4224,18493.64
University Ads,ads,2023-10-10,6421.92,199835,14468,3692,12657.91
Word of Mouth,referral,2023-11-07,9780.75,872037,39360,1611,2564.77
Google Ads,ads,2023-06-09,9440.06,435048,5599,2316,803.27
Facebook Ads,ads,2023-11-12,4849.3,469778,19039,4676,810.49
Telegram Channel,social,2024-10-29,7512.2,915751,29417,3837,1498.63
Google Ads,ads,2023-06-05,8465.14,133480,11278,1225,18276.51
Word of Mouth,referral,2024-12-14,9089.97,79128,4039,952,7488.39
Email Campaign,email,2024-04-12,1613.21,994027,30701,3941,6315.53
VK Group,social,2024-04-06,3718.71,353597,25160,1163,8622.64
Telegram Channel,social,2023-04-27,3882.07,657773,15806,2215,8486.65
Email Campaign,email,2024-10-27,4910.01,279382,3774,3759,5150.62
HH.ru,job,2023-12-30,2523.38,111051,27387,270,2290.65
Avito.ru,ads,2024-09-22,5465.85,397081,41502,399,2618.22
Official Website,web,2024-12-11,6968.93,857362,34521,4750,12184.18
Telegram Channel,social,2024-04-10,5476.28,933154,9254,4237,8238.28
Google Ads,ads,2023-07-03,6992.14,128913,45513,417,18097.88
VK Group,social,2024-10-21,1597.97,440480,23165,2053,9542.87
Email Campaign,email,2023-06-15,8883.89,658412,45776,576,10318.09
Word of Mouth,referral,2023-03-16,9451.62,493969,26506,4791,18600.78
Telegram Channel,social,2023-09-29,6561.17,452804,48437,3380,10281.99
Avito.ru,ads,2024-11-21,8932.52,814239,12134,1989,10288.65
Word of Mouth,referral,2024-05-17,2183.01,691072,29577,1962,7581.68
Email Campaign,email,2024-07-16,8177.04,767385,29837,2016,14353.03
VK Group,social,2024-08-09,2072.33,990419,915,3848,8148.44
University Ads,ads,2024-10-17,4672.09,982330,30396,2325,11972.28
Avito.ru,ads,2023-12-09,3914.37,955369,39835,110,9224.21
Word of Mouth,referral,2024-11-30,6270.33,493385,43596,4766,10810.52
Avito.ru,ads,2024-09-26,3713.63,256896,17038,3454,16627.03
HH.ru,job,2023-09-08,6735.82,362955,35660,42,8567.79
Word of Mouth,referral,2023-05-10,4306.49,273289,22349,4341,4986.52
Telegram Channel,social,2023-12-24,8747.11,790695,39086,4612,11621.25
University Ads,ads,2024-11-22,6704.95,215908,39776,341,18781.42
University Ads,ads,2024-02-12,2937.68,122233,29596,3526,14017.63
Official Website,web,2024-05-09,4025.16,721011,13560,4591,6513.08
Avito.ru,ads,2024-09-13,8626.79,671602,12354,4225,19278.38
Google Ads,ads,2024-04-26,4478.32,941336,12057,167,7182.98
University Ads,ads,2023-03-19,5822.19,729365,37170,3118,19673.45
University Ads,ads,2024-05-28,6840.48,69328,7952,4955,4243.8
HH.ru,job,2023-11-17,4130.29,351965,1364,2201,19993.17
Facebook Ads,ads,2023-10-17,3645.81,497575,23303,3638,1980.16
HH.ru,job,2023-10-24,5277.29,215705,47778,3792,14408.18
HH.ru,job,2024-11-11,2933.93,784993,41953,3831,14938.61
Facebook Ads,ads,2024-04-19,3557.9,319996,48462,2698,13751.71
Avito.ru,ads,2023-01-23,1558.71,798424,10464,702,15663.33
Word of Mouth,referral,2023-06-21,3735.73,571178,18788,1061,9700.74
VK Group,social,2023-11-14,3886.34,366470,27839,3893,1555.22
Google Ads,ads,2023-07-12,9656.5,694754,48934,2932,7476.19
University Ads,ads,2024-11-11,6307.56,659315,36826,2108,13025.13
Official Website,web,2023-04-28,8086.44,907026,15666,2166,13101.82
Google Ads,ads,2023-01-06,1408.4,715317,38404,143,4306.28
Word of Mouth,referral,2024-04-27,1958.83,749272,29059,3760,5433.6
Facebook Ads,ads,2023-05-12,8330.83,75353,25914,2137,9990.61
Google Ads,ads,2023-04-03,6611.95,558168,16157,2395,14707.91
University Ads,ads,2024-06-05,2718.84,95520,15073,4537,17129.56
Google Ads,ads,2024-07-16,4643.16,531321,18301,4207,2186.45
VK Group,social,2023-10-21,5848.05,482293,43619,4436,18549.59
Facebook Ads,ads,2024-10-02,8592.49,563263,49824,4481,18590.77
Google Ads,ads,2024-01-27,1543.71,726976,46580,2288,654.71
University Ads,ads,2023-09-06,6370.5,407226,38188,1484,10374.99
University Ads,ads,2024-09-05,7453.32,981014,24232,4869,11949.31
Google Ads,ads,2024-08-17,9801.03,130003,43392,4529,11297.41
Avito.ru,ads,2024-12-03,8264.44,439304,29417,1058,12507.55
Official Website,web,2024-02-21,3486.05,918669,19295,425,10315.35
Email Campaign,email,2023-05-23,7386.21,749785,23838,4407,6229.23
HH.ru,job,2023-08-25,7869.5,837028,20038,2176,2366.24
Facebook Ads,ads,2023-10-14,7567.62,837085,2518,2388,4563.4
Email Campaign,email,2023-10-04,8381.3,258216,38008,671,14934.97
Word of Mouth,referral,2024-01-22,9133.57,902604,3088,4464,5200.74
Word of Mouth,referral,2024-01-17,1885.87,959659,33722,298,16679.35
University Ads,ads,2024-03-25,1942.87,147421,35718,2610,8368.02
Word of Mouth,referral,2023-10-18,8167.6,33347,3479,1735,8582.28
Avito.ru,ads,2023-06-18,3271.35,471814,30865,584,17435.73
Official Website,web,2024-03-18,1526.87,865820,293,726,4678.63
Word of Mouth,referral,2024-10-17,4611.06,334385,46236,3422,4197.58
VK Group,social,2023-07-03,8378.89,850574,26253,4032,19715.42
Official Website,web,2023-02-14,2139.09,416376,42540,2403,11041.79
Avito.ru,ads,2023-09-25,7046.58,600211,29104,4090,4215.15
Email Campaign,email,2024-04-20,1032.54,319035,25422,3072,3733.19
Official Website,web,2023-09-10,1987.64,639629,11379,1022,17302.47
Official Website,web,2024-01-31,4157.65,999950,22116,2370,12197.0
Email Campaign,email,2023-10-16,1752.42,681118,15179,2143,2743.25
Avito.ru,ads,2023-07-31,8613.12,536291,24825,1956,17794.71
Word of Mouth,referral,2024-11-19,8776.63,690967,8083,3522,9156.15
University Ads,ads,2023-01-21,7800.14,834945,22237,1361,19792.47
Facebook Ads,ads,2023-11-12,3182.32,912660,12157,2907,5994.33
Email Campaign,email,2024-07-17,5709.22,886993,21381,3085,10811.94
Email Campaign,email,2024-03-13,2657.7,734443,46037,3914,3875.46
Email Campaign,email,2024-02-27,3531.51,464997,39837,3265,9074.27
Email Campaign,email,2023-08-21,5644.05,822104,21816,2357,3942.48
Facebook Ads,ads,2023-05-03,7615.12,576107,6634,537,6491.01
Facebook Ads,ads,2024-09-03,1851.89,993341,40988,2663,5762.38
Word of Mouth,referral,2023-08-02,3670.27,639696,42735,2984,6020.33
Google Ads,ads,2024-10-08,9339.59,696963,38658,2706,19411.61
Google Ads,ads,2024-12-30,4862.11,650995,49234,1291,1249.71
Telegram Channel,social,2024-08-22,9449.83,117376,27065,4660,10188.8
Email Campaign,email,2023-02-09,9922.6,643065,17157,3289,12770.29
Email Campaign,email,2023-11-28,5739.94,911349,36569,4026,13384.85
Official Website,web,2024-10-09,3592.4,461481,17844,4836,15213.64
Google Ads,ads,2023-07-01,8116.99,181550,11358,3304,15338.83
Word of Mouth,referral,2023-09-22,2433.8,616002,44206,3946,19132.31
University Ads,ads,2024-11-24,3268.42,355896,11909,1054,15235.53
Telegram Channel,social,2024-06-16,8063.92,870210,3167,3449,16561.94
Telegram Channel,social,2024-03-07,4902.81,139682,26838,322,10880.15
Word of Mouth,referral,2023-07-15,2813.84,390510,34312,325,13324.63
University Ads,ads,2024-12-24,6860.13,672856,12317,2460,9823.42
Official Website,web,2024-05-23,7594.86,489618,21971,1900,5890.13
Facebook Ads,ads,2024-03-22,2125.64,924469,5279,3628,6610.97
HH.ru,job,2024-06-11,3492.82,38357,3453,4231,7530.39
Google Ads,ads,2023-07-21,2991.49,264704,23265,4010,7142.55
Email Campaign,email,2024-12-30,4418.69,56252,22544,505,10896.64
Word of Mouth,referral,2024-08-27,7871.0,958716,6019,990,5328.82
Google Ads,ads,2023-05-13,7423.37,802319,15656,4849,10574.52
Email Campaign,email,2023-05-19,6962.72,355542,13111,4805,18366.71
HH.ru,job,2024-10-30,1056.57,962360,47702,2038,8416.29
HH.ru,job,2024-05-07,2279.29,16040,46762,2102,4841.6
Facebook Ads,ads,2023-03-11,3009.68,493288,18254,4941,7263.69
Avito.ru,ads,2023-01-15,3447.6,154512,22394,2917,17599.3
HH.ru,job,2023-07-31,2317.84,662341,12836,3153,18863.11
Google Ads,ads,2023-03-01,4692.84,384869,42762,737,17790.39
VK Group,social,2023-09-09,1676.63,562659,16678,4203,6103.28
VK Group,social,2024-03-21,7750.2,947228,14096,1477,8062.99
Email Campaign,email,2023-01-02,8089.49,340023,25250,1124,19511.21
Email Campaign,email,2023-12-02,6168.4,148260,27305,1687,6815.12
Avito.ru,ads,2023-01-19,1807.34,633830,22398,2053,3188.27
VK Group,social,2024-07-14,9010.75,856012,30656,2174,6000.84
Email Campaign,email,2023-03-19,9690.72,579504,37511,3974,19297.56
HH.ru,job,2024-04-16,2821.27,213464,25064,3124,8609.57
Email Campaign,email,2023-01-28,7341.76,818476,13846,4176,18710.7
Telegram Channel,social,2024-07-13,8577.45,20620,34620,4863,2529.6
Avito.ru,ads,2024-08-30,5858.59,817155,48003,2853,15438.08
Word of Mouth,referral,2023-06-14,3909.91,313286,33528,2896,2320.2
University Ads,ads,2024-04-02,5307.03,51503,22099,4831,4351.17
Official Website,web,2023-06-25,5610.42,754371,35700,116,12513.99
University Ads,ads,2024-08-07,4605.73,433459,30461,4880,8972.32
University Ads,ads,2023-01-29,9368.58,960364,45689,2351,13500.15
Facebook Ads,ads,2024-10-30,7694.95,733311,8588,4062,19481.42
Word of Mouth,referral,2023-10-06,3171.71,669614,38481,1140,1527.92
Email Campaign,email,2023-10-10,6270.01,165582,23454,1119,4236.72
Facebook Ads,ads,2024-04-23,7198.2,112837,16814,3591,12984.37
University Ads,ads,2024-06-02,2261.41,737412,6877,1260,17982.27
Telegram Channel,social,2023-11-01,4225.83,604225,12141,2651,16054.13
Official Website,web,2024-11-24,9149.93,504552,13242,3083,9578.86
University Ads,ads,2023-04-19,6104.56,173194,25960,2099,15036.76
VK Group,social,2023-11-20,2952.98,986821,9370,90,4557.9
Word of Mouth,referral,2023-07-25,2105.06,881641,38269,2545,767.75
Word of Mouth,referral,2023-08-22,5664.04,957157,3966,925,11615.32
Word of Mouth,referral,2024-04-02,5929.17,708696,13129,271,16358.27
Avito.ru,ads,2023-07-06,4009.73,466544,38981,3329,8952.15
Avito.ru,ads,2024-04-26,6673.74,686182,43745,3050,11600.35
HH.ru,job,2024-02-11,1618.16,344547,34453,4913,8732.53
Google Ads,ads,2024-05-23,2306.26,56944,44867,4653,10523.74
Official Website,web,2024-06-03,5916.46,570290,3040,2672,17744.75
Facebook Ads,ads,2023-02-22,1556.34,491133,14205,3004,9823.73
Email Campaign,email,2024-02-02,8928.18,551805,29162,1982,645.77
University Ads,ads,2023-07-18,2279.32,611654,29144,2184,16097.05
Google Ads,ads,2024-01-26,7065.28,282733,46576,1337,12545.49
Email Campaign,email,2024-10-10,4520.83,70117,22889,4900,14742.67
Facebook Ads,ads,2024-05-12,4598.09,661628,13318,3895,18071.2
Google Ads,ads,2023-06-21,7884.01,593552,17986,849,6081.18
Email Campaign,email,2023-03-27,5495.16,831262,17229,3846,10309.86
Telegram Channel,social,2024-07-11,7530.9,593832,35480,3323,12248.43
Avito.ru,ads,2023-07-05,5546.72,538915,1608,3658,7235.13
Facebook Ads,ads,2023-06-05,6336.15,398038,1870,557,16998.31
Official Website,web,2024-05-07,7846.43,128159,12071,4172,14102.54
VK Group,social,2024-06-04,6465.78,269123,34829,3676,14801.45
Telegram Channel,social,2024-09-18,6540.54,383590,9887,4787,16256.14
Avito.ru,ads,2024-10-27,8102.98,993508,40619,2636,5532.64
Word of Mouth,referral,2023-05-10,9541.78,732240,3758,4942,15040.01
Avito.ru,ads,2023-03-22,4390.45,690814,23461,3886,15589.23
Google Ads,ads,2024-01-19,6194.05,794979,23093,1335,16926.65
HH.ru,job,2024-10-20,1776.46,465022,565,3801,10026.49
Telegram Channel,social,2023-10-22,4229.23,81634,18553,2881,10331.7
Word of Mouth,referral,2023-09-26,4708.44,435445,25908,584,2414.48
Google Ads,ads,2024-10-06,8517.14,374255,13974,1111,17116.36
Facebook Ads,ads,2024-07-15,5620.53,637328,41204,39,10903.02
Official Website,web,2024-06-18,7579.6,293485,23047,1385,12091.48
Avito.ru,ads,2024-01-13,1171.07,811807,40384,2820,2868.09
Facebook Ads,ads,2024-01-11,5180.43,105642,19532,4936,12235.54
Word of Mouth,referral,2023-03-29,9111.86,980001,4142,3958,1318.77
Google Ads,ads,2024-09-15,3018.83,452956,20623,3814,18502.57
HH.ru,job,2023-04-21,1283.7,505403,4302,4640,17338.98
Avito.ru,ads,2024-08-06,4900.68,494657,38992,4474,4289.19
Official Website,web,2023-06-03,7339.89,599915,45305,3741,12079.11
HH.ru,job,2024-04-07,5090.17,649433,7873,4407,12252.63
Email Campaign,email,2024-07-22,5139.8,791581,17771,3532,16166.93
Google Ads,ads,2023-06-05,7028.25,596803,8401,2364,15259.95
Facebook Ads,ads,2024-09-16,3289.5,536172,29521,3760,19868.24
Avito.ru,ads,2023-11-14,7767.01,351112,40371,3144,7341.39
Avito.ru,ads,2024-07-12,2378.02,122586,14674,4942,2930.33
Word of Mouth,referral,2023-08-26,4561.76,95041,32729,1309,11682.7
Official Website,web,2023-11-30,6904.07,89738,29099,4616,15397.84
